id;qtdCommitContributions;qtdIssueContributions;qtdPullRequestContributions;qtdPullRequestReviewContributions;qtdRepositoriesWithContributedCommits;qtdRepositoriesWithContributedIssues;qtdRepositoriesWithContributedPullRequestReviews;qtdRepositoryContributions;qtdRepositoriesWithContributedPullRequests;qtdissue;qtdIssueClosed;qtdIssueOpen;QTdtoalComentsIssue;avgIssueComment;QtdIssueReaction;qtdIssueReactionHeatr;issueReactionthumbsUP;qtsIssueReactionHooray;qtdRepository;qtdTotalStars;avgQtdSTartRepository;QtdtotalWatchers;avgQtdWatchersRepository;qtdRepositoryLanguages;qtdPullRequests;qtdPullRequestsmergedAndClosed;qtdpullrequestsclosedandnotmerged;qtdpullrequestnotmergedandopen;sum(ncloc);avg(ncloc);avg(qtdBugs);sum(qtdBugs);sum(qtdCodeSmells);avg(qtdCodeSmells);avg(reliabilityRating);sum(qtdDuplicatedFiles);avg(qtdDuplicatedFiles);sum(commentLinesDensity);avg(commentLinesDensity);sum(fileComplexity);avg(fileComplexity);sum(qtdViolation);avg(manutenibilityRating);avg(securityRating);qtdFollowers;Expertise
9159;207;0;2;0;20;0;0;9;1;25;22;3;117;4.68;1;0;1;0;84;692;8.2381;128;1.5238;236;260;185;24;51;746;106.5714;0.1429;1;16;2.2857;1.285714286;0;0;116.6999998;16.67142854;68.5;9.785714286;17;1;1;289;1.285714286
9167;18;0;5;0;7;0;0;10;5;26;19;7;27;1.0385;0;0;0;0;87;879;10.1034;101;1.1609;159;216;175;21;20;466;233;0;0;1;0.5;1;0;0;39.40000153;19.70000076;9;4.5;1;1;1;44;1
9174;560;15;8;0;26;13;0;19;6;62;41;21;148;2.3871;6;0;6;0;65;875;13;119;1.8308;150;122;101;10;11;228;32.5714;0.4286;3;5;0.7143;2.428571429;0;0;146.2999992;20.89999989;14.2;2.028571429;8;1;1;35;2.428571429
9177;711;54;101;59;48;30;18;27;25;100;86;14;574;5.74;3;0;3;0;100;620;6.2;77;0.77;213;91;74;14;3;335;33.5;0.1;1;2;0.2;1.1;2;0.2;105.6000004;10.56000004;12.99999976;1.299999976;3;1;1;212;1.1
9179;352;22;0;0;16;5;0;0;0;100;95;5;78;0.78;0;0;0;0;75;1249;17;225;3;185;180;139;24;17;50;25;0;0;0;0;1;0;0;22.60000038;11.30000019;2;1;0;1;1;637;1
9184;1026;10;21;17;26;9;3;14;13;100;83;17;661;6.61;43;3;39;1;100;19734;197;374;3.74;264;295;176;77;42;607;86.7143;0.1429;1;10;1.4286;1.285714286;2;0.2857;118.3000002;19.7166667;21.2000003;3.028571472;11;1;1;217;1.285714286
9193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;167;56;19;6.3333;7;3;2;0;1;2;1;0;0;0;0;1;0;0;0;0;1;0.5;0;1;1;10;1
9205;229;20;38;5;20;12;4;10;18;100;81;19;314;3.14;25;0;25;0;83;684;8.241;96;1.1566;211;131;116;14;1;73;36.5;0;0;2;1;1;0;0;10.5;5.25;6.5;3.25;2;1;1;64;1
9212;423;72;322;564;21;17;10;11;11;100;79;21;673;6.73;13;3;10;0;100;47575;476;854;8.54;225;531;401;84;46;10;10;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1826;1
9214;953;33;63;2;33;10;2;18;15;100;57;43;191;1.91;55;0;37;16;100;20955;210;350;3.5;192;428;262;52;114;148;148;0;0;2;2;1;0;0;1.299999952;1.299999952;9.5;9.5;2;1;1;1690;1
9218;976;13;474;21;71;9;15;11;60;100;100;0;44;0.44;1;1;0;0;79;364;4.6076;66;0.8354;263;739;491;226;22;77;77;1;1;2;2;3;0;0;1.299999952;1.299999952;2;2;3;1;1;201;3
9220;54;7;12;23;12;7;11;8;8;100;65;35;211;2.11;1;0;1;0;100;5116;51;250;2.5;219;148;128;7;13;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;459;1
9242;1355;62;7;48;35;8;4;26;5;95;54;41;347;3.6526;354;22;188;21;100;17470;175;433;4.33;233;670;359;114;197;66;66;0;0;1;1;1;0;0;0;0;13;13;1;1;1;16499;1
9355;0;1;0;0;0;1;0;3;0;7;5;2;12;1.7143;0;0;0;0;100;1295;12.95;176;1.76;185;1;0;1;0;95;47.5;0;0;9;4.5;1;0;0;59.5;29.75;15;7.5;9;1;1;352;1
9365;242;31;7;0;25;12;0;12;5;100;57;43;98;0.98;9;0;9;0;92;2113;23;293;3.1848;203;58;48;10;0;12372;6186;5.5;11;147;73.5;5;12;6;12.20000017;6.100000083;41.10000038;20.55000019;169;1;5;371;5
9371;184;1;0;4;6;1;4;1;0;79;54;25;145;1.8354;61;0;9;1;100;1334;13;159;1.59;236;183;165;9;9;226;226;0;0;0;0;1;0;0;28.89999962;28.89999962;7.099999905;7.099999905;0;1;1;104;1
9392;15;1;1;1;4;1;1;2;1;8;6;2;27;3.375;3;0;2;0;37;7101;192;622;16.8108;55;84;46;29;9;71;71;0;0;12;12;1;0;0;5.300000191;5.300000191;8;8;12;1;1;1358;1
9449;175;0;3;3;23;0;1;2;2;41;39;2;169;4.122;3;0;3;0;100;5081;51;409;4.09;161;161;128;32;1;146287;146287;342;342;1939;1939;5;87;87;21.39999962;21.39999962;36.59999847;36.59999847;2281;1;1;1074;5
9455;3;0;0;0;1;0;0;8;0;26;15;11;140;5.3846;0;0;0;0;100;14081;141;697;6.97;192;66;50;6;10;28;28;0;0;1;1;1;0;0;0;0;4;4;1;1;1;3894;1
9463;322;17;15;2;17;2;2;15;5;17;7;10;119;7;0;0;0;0;19;1170;62;66;3.4737;23;36;34;2;0;15;15;0;0;0;0;1;0;0;21.10000038;21.10000038;0;0;0;1;1;156;1
9475;794;3;4;20;31;3;6;52;4;20;15;5;256;12.8;107;13;67;10;100;1454;15;168;1.68;264;182;169;5;8;21;21;0;0;0;0;1;0;0;0;0;4;4;0;1;1;450;1
9481;1014;85;48;18;83;24;7;39;29;100;88;12;155;1.55;12;0;12;0;100;308;3.08;101;1.01;306;215;143;32;40;2854;951.3333;9.6667;29;44;14.6667;2;3;1;9.700000167;3.233333389;22.69999981;7.566666603;74;1;2;871;2
9485;13;9;0;0;1;4;0;14;0;9;5;4;8;0.8889;0;0;0;0;39;3796;97;122;3.1282;127;9;0;2;7;73;73;0;0;1;1;1;0;0;9.899999619;9.899999619;4;4;1;1;1;80;1
9494;319;192;176;509;24;15;24;7;18;100;87;13;120;1.2;5;2;3;0;100;1839;18;591;5.91;217;1150;951;183;16;162;81;3;6;0;0;3;0;0;9.000000179;4.500000089;1.800000012;0.900000006;6;1;1;227;3
9499;4294;174;679;516;188;70;84;15;157;100;100;0;250;2.5;0;0;0;0;45;22318;496;456;10.1333;72;759;516;237;6;366;366;0;0;7;7;1;0;0;24.10000038;24.10000038;6.199999809;6.199999809;7;1;1;5480;1
9505;339;4;2;0;24;3;0;6;2;59;44;15;84;1.4237;15;0;15;0;75;2177;29;309;4.12;104;247;178;51;18;155;51.6667;0;0;6;2;1;0;0;41.39999866;13.79999955;43;14.33333333;6;1;1;460;1
9525;2735;2;5;1;144;2;1;47;5;6;4;2;17;2.8333;0;0;0;0;100;45;0;75;0.75;146;1;0;0;1;26;26;1;1;0;0;3;0;0;0;0;1;1;1;1;1;144;3
9548;24;0;5;1;6;0;1;4;2;100;95;5;139;1.39;0;0;0;0;100;451;4.51;134;1.34;209;78;50;26;2;735;367.5;0;0;19;9.5;1;0;0;27.39999962;13.69999981;32.60000038;16.30000019;20;1;3;214;1
9570;89;1;1;0;7;1;0;17;1;16;13;3;42;2.625;0;0;0;0;59;11455;194;727;12.322;136;121;74;37;10;3030;3030;0;0;219;219;1;5;5;8.600000381;8.600000381;14.89999962;14.89999962;219;1;1;536;1
9575;102;4;28;1;6;4;1;3;6;100;85;15;342;3.42;40;2;38;0;100;1794;18;218;2.18;241;162;143;15;4;34;34;0;0;0;0;1;0;0;0;0;4;4;0;1;1;233;1
9597;37;0;0;0;3;0;0;3;0;4;4;0;23;5.75;0;0;0;0;12;572;48;57;4.75;29;2;2;0;0;13;13;0;0;0;0;1;0;0;0;0;1;1;0;1;1;57;1
9608;156;2;14;90;16;2;10;10;5;88;69;19;190;2.1591;12;5;7;0;54;1490;28;240;4.4444;103;630;533;86;10;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;235;1
9612;28;4;8;1;5;4;1;7;4;80;57;23;176;2.2;16;0;15;1;64;1155;18;76;1.1875;127;258;178;44;36;124;124;5;5;2;2;3;0;0;0.800000012;0.800000012;1.5;1.5;7;1;1;69;3
9620;55;0;0;0;3;0;0;3;0;30;20;10;106;3.5333;35;0;35;0;53;180;3.3962;43;0.8113;88;33;15;0;18;12776;6388;18;36;280;140;2;12;6;49.50000072;24.75000036;30.60000038;15.30000019;316;1;1;43;2
9622;24;0;0;0;2;0;0;0;0;1;1;0;1;1;0;0;0;0;71;713;10.0423;121;1.7042;135;64;23;22;19;56;28;0;0;0;0;1;0;0;2.400000095;1.200000048;10;5;0;1;1;36;1
9633;632;20;44;5;27;14;2;7;12;90;56;34;72;0.8;34;0;24;2;59;1976;33;125;2.1186;179;301;227;64;10;36;36;0;0;0;0;1;0;0;14.30000019;14.30000019;5;5;0;1;1;91;1
9636;98;4;6;5;16;2;5;12;4;51;34;17;99;1.9412;5;0;4;0;100;575;5.75;214;2.14;255;129;107;11;11;163;163;0;0;2;2;1;0;0;3.599999905;3.599999905;14;14;2;1;1;146;1
9642;321;52;24;0;28;16;0;27;18;100;84;16;449;4.49;2;0;2;0;100;660;6.6;259;2.59;236;182;158;15;9;4693;4693;7;7;267;267;5;23;23;13.69999981;13.69999981;18.10000038;18.10000038;274;1;1;1200;5
9677;1;0;0;0;1;0;0;0;0;4;3;1;8;2;0;0;0;0;34;98;2.8824;49;1.4412;85;14;1;5;8;146;73;0.5;1;11;5.5;2;0;0;16.5999999;8.299999952;15.30000019;7.650000095;12;1;1;25;2
9684;155;12;43;115;22;5;9;20;14;100;77;23;230;2.3;24;0;24;0;100;189;1.89;104;1.04;273;61;55;5;1;8;8;0;0;2;2;1;0;0;0;0;1;1;2;2;1;1225;1
9692;73;20;4;0;16;12;0;17;3;90;59;31;147;1.6333;31;4;17;5;100;3136;31;303;3.03;213;63;11;12;40;40;40;1;1;3;3;5;0;0;0;0;8;8;4;1;1;457;5
9696;12;0;10;1;3;0;1;4;3;100;58;42;55;0.55;0;0;0;0;100;170;1.7;157;1.57;191;27;24;1;2;33;33;0;0;0;0;1;0;0;0;0;6;6;0;1;1;184;1
9698;24;31;11;26;7;8;9;3;7;100;89;11;487;4.87;10;0;10;0;68;2155;32;77;1.1324;112;227;165;51;11;23;23;0;0;0;0;1;0;0;28.10000038;28.10000038;0.699999988;0.699999988;0;1;1;125;1
9715;2253;188;49;22;74;74;4;71;35;100;65;35;249;2.49;41;4;32;0;100;2573;26;91;0.91;161;177;158;12;7;102;51;0;0;1;0.5;1;0;0;6.300000191;3.150000095;15;7.5;1;1;1;217;1
9737;12;1;0;0;4;1;0;4;0;4;4;0;2;0.5;0;0;0;0;32;2473;77;113;3.5313;60;2;1;1;0;60;60;0;0;1;1;1;0;0;26.79999924;26.79999924;16;16;1;1;1;334;1
9756;0;8;1;0;0;8;0;11;1;29;15;14;75;2.5862;9;0;4;1;100;13;0;105;1.05;225;1;1;0;0;751;375.5;0.5;1;22;11;2;2;1;28.59999943;14.29999971;27;13.5;23;1;1;33;2
9758;1410;10;27;15;32;6;9;20;19;100;80;20;413;4.13;1;1;0;0;100;2360;24;170;1.7;282;150;113;22;15;144;72;0;0;8;4;1;0;0;31.29999924;15.64999962;37;18.5;8;1;1;1104;1
9774;28;0;0;0;3;0;0;1;0;3;3;0;4;1.3333;0;0;0;0;36;191;5.3056;62;1.7222;85;20;12;5;3;19;19;0;0;0;0;1;0;0;0;0;5;5;0;1;1;16;1
9779;17;4;0;0;3;4;0;4;0;29;18;11;58;2;9;0;8;0;44;99;2.25;50;1.1364;105;1;1;0;0;20;20;0;0;1;1;1;0;0;0;0;8;8;1;1;1;43;1
9782;12;0;0;0;11;0;0;11;0;0;0;0;0;0;0;0;0;0;22;259;11.7727;51;2.3182;53;9;0;4;5;125;62.5;0;0;3;1.5;1;0;0;64.49999928;32.24999964;2;1;3;1;1;328;1
9797;507;12;246;522;41;3;57;7;26;62;46;16;107;1.7258;7;0;7;0;94;268;2.8511;113;1.2021;183;183;172;4;7;7;7;0;0;0;0;1;0;0;0;0;1;1;0;1;1;42;1
9822;0;0;0;0;0;0;0;0;0;63;60;3;128;2.0317;28;0;28;0;54;318;5.8889;91;1.6852;76;9;1;0;8;12;12;0;0;0;0;1;0;0;0;0;2;2;0;1;1;77;1
9839;25;0;3;10;3;0;1;3;1;85;54;31;106;1.2471;6;0;6;0;72;243;3.375;62;0.8611;107;104;73;30;1;38;19;0;0;1;0.5;1;0;0;0;0;2;1;1;1;1;49;1
9862;132;38;130;49;4;3;1;2;1;100;98;2;283;2.83;15;0;15;0;51;634;12.4314;130;2.549;140;33;12;15;6;22;22;0;0;0;0;1;0;0;0;0;3;3;0;1;1;188;1
9874;4;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;46;54;1.1739;46;1;124;23;3;3;17;15;15;0;0;0;0;1;0;0;11.80000019;11.80000019;3;3;0;1;1;6;1
9878;2;2;5;0;1;2;0;5;3;5;4;1;17;3.4;0;0;0;0;51;93;1.8235;49;0.9608;134;2;1;1;0;78;78;0;0;3;3;1;0;0;0;0;28;28;3;1;1;19;1
9879;27;0;11;0;2;0;0;1;1;3;1;2;5;1.6667;1;0;1;0;44;126;2.8636;64;1.4545;72;3;2;0;1;7259;7259;0;0;174;174;1;13;13;13.5;13.5;40.09999847;40.09999847;174;1;1;71;1
9888;209;6;1;2;25;3;2;2;1;100;91;9;105;1.05;10;0;10;0;100;3898;39;150;1.5;154;248;47;115;86;121;60.5;0;0;0;0;1;0;0;6.599999905;3.299999952;6;3;0;1;1;260;1
9890;2274;83;69;21;34;15;14;20;22;100;69;31;309;3.09;4;0;3;0;100;2295;23;271;2.71;303;289;185;81;23;22;11;0;0;0;0;1;0;0;0;0;10;5;0;1;1;241;1
9899;192;44;19;4;18;20;1;9;7;47;27;20;160;3.4043;36;3;32;0;51;315;6.1765;85;1.6667;79;32;24;3;5;2;2;0;0;0;0;1;0;0;60;60;0;0;0;1;1;66;1
9912;502;17;48;1;25;4;1;20;6;43;30;13;26;0.6047;5;1;2;1;100;447;4.47;111;1.11;133;229;143;16;70;94;31.3333;0;0;1;0.3333;1;0;0;1.600000024;0.800000012;18.5;6.166666667;1;1;1;50;1
9921;0;1;0;0;0;1;0;0;0;67;57;10;259;3.8657;4;0;4;0;44;224;5.0909;55;1.25;155;70;62;7;1;824;824;0;0;9;9;1;0;0;19.20000076;19.20000076;6.800000191;6.800000191;9;1;1;108;1
9932;81;1;16;5;34;1;2;4;6;87;66;21;145;1.6667;10;0;9;0;45;373;8.2889;63;1.4;121;62;51;6;5;14;14;0;0;0;0;1;0;0;0;0;2;2;0;1;1;43;1
9935;218;0;1;0;24;0;0;28;1;0;0;0;0;0;0;0;0;0;73;1297;18;120;1.6438;160;55;1;10;44;77;38.5;4;8;0;0;3;0;0;0;0;2;1;8;1;1;1501;3
9952;0;4;0;0;0;1;0;0;0;63;49;14;85;1.3492;2;0;2;0;43;14656;341;364;8.4651;85;89;37;38;14;58;58;1;1;2;2;3;0;0;12.10000038;12.10000038;1.700000048;1.700000048;3;1;1;758;3
9954;229;3;25;143;5;2;4;1;2;100;78;22;448;4.48;19;1;17;0;100;36408;364;712;7.12;192;325;175;114;36;438;73;0.1667;1;13;2.1667;1.333333333;0;0;22.5999999;3.766666651;82;13.66666667;14;1;1;244;1.333333333
9956;78;2;1;0;6;2;0;4;1;17;13;4;87;5.1176;3;0;2;0;83;5069;61;276;3.3253;115;106;32;34;40;252;50.4;0.4;2;6;1.2;1.4;0;0;68.80000019;13.76000004;68;13.6;8;1;1;313;1.4
9968;1;0;3;6;1;0;1;0;1;11;11;0;25;2.2727;3;0;3;0;16;10255;641;316;19.75;34;188;138;42;8;681;681;0;0;38;38;1;0;0;13.5;13.5;13.19999981;13.19999981;38;1;1;313;1
9987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1790;99;91;5.0556;46;16;1;3;12;1935;1935;0;0;104;104;1;1;1;30.70000076;30.70000076;33.20000076;33.20000076;104;1;1;379;1
9994;407;2;5;0;35;2;0;31;5;25;16;9;63;2.52;0;0;0;0;64;347;5.4219;97;1.5156;144;112;93;19;0;516;516;1;1;1;1;3;0;0;0.800000012;0.800000012;5.599999905;5.599999905;2;1;1;55;3
9996;617;9;2;4;5;6;1;5;1;38;32;6;193;5.0789;6;0;6;0;76;305;4.0132;90;1.1842;168;102;31;71;0;6;6;0;0;0;0;1;0;0;0;0;0;0;0;1;1;18;1
10088;1116;97;351;60;88;32;21;20;50;100;93;7;219;2.19;0;0;0;0;100;101;1.01;34;0.34;259;105;47;25;33;132;66;0;0;0;0;1;0;0;22.80000019;11.4000001;15;7.5;0;1;1;2148;1
10090;921;3;17;0;26;2;0;18;4;4;2;2;4;1;0;0;0;0;29;2180;75;48;1.6552;68;17;7;9;1;121;121;7;7;3;3;3;0;0;0;0;3.5;3.5;10;1;1;75;3
10102;2;0;0;0;1;0;0;0;0;33;27;6;143;4.3333;7;0;7;0;48;2782;58;173;3.6042;160;90;2;68;20;620;620;0;0;5;5;1;0;0;27.5;27.5;1;1;5;1;1;222;1
10108;1131;66;10;17;10;5;3;2;4;100;82;18;139;1.39;97;2;94;1;83;5389;65;848;10.2169;216;391;262;63;66;5;5;0;0;1;1;1;0;0;37.5;37.5;1;1;1;2;1;617;1
10135;273;29;25;1;12;12;1;10;5;77;63;14;239;3.1039;33;0;31;0;100;8739;87;380;3.8;295;115;96;12;7;88;44;0;0;0;0;1;0;0;2.900000095;1.450000048;12;6;0;1;1;17;1
10152;24;1;5;1;10;1;1;2;4;29;29;0;186;6.4138;3;0;3;0;19;343;18;33;1.7368;32;44;40;3;1;58;58;0;0;0;0;1;0;0;1.700000048;1.700000048;11;11;0;1;1;43;1
10161;8;1;0;0;1;1;0;1;0;89;64;25;225;2.5281;2;0;2;0;71;2462;35;165;2.3239;136;159;99;35;25;9;9;0;0;1;1;1;0;0;0;0;1;1;1;1;1;154;1
10173;0;0;0;0;0;0;0;0;0;4;3;1;18;4.5;0;0;0;0;19;3706;195;279;14.6842;52;54;51;3;0;485;485;0;0;35;35;1;0;0;21.39999962;21.39999962;26.5;26.5;35;1;1;558;1
10184;48;0;6;0;7;0;0;3;3;12;10;2;10;0.8333;0;0;0;0;76;358;4.7105;109;1.4342;131;122;89;22;11;10;10;0;0;0;0;1;0;0;0;0;1;1;0;1;1;28;1
10191;57;2;0;2;9;2;2;1;0;17;14;3;33;1.9412;6;0;6;0;100;2941;29;229;2.29;220;104;65;16;23;433;144.3333;2;6;16;5.3333;1.666666667;0;0;9.199999809;3.066666603;70;23.33333333;22;1;1;2539;1.666666667
10192;156;3;2;0;7;3;0;9;2;19;15;4;57;3;3;0;3;0;58;643;11.0862;80;1.3793;159;123;92;17;14;81;81;0;0;2;2;1;0;0;0;0;13;13;2;1;1;108;1
10201;30;10;5;0;3;1;0;1;1;100;95;5;9;0.09;1;0;0;0;28;797;28;102;3.6429;56;160;142;15;3;634;634;1;1;7;7;4;0;0;8.600000381;8.600000381;2.299999952;2.299999952;8;1;1;47;4
10209;233;6;17;1;14;5;1;13;5;60;46;14;154;2.5667;23;0;10;0;68;601;8.8382;87;1.2794;144;230;187;34;9;847;423.5;0;0;0;0;1;0;0;7.499999881;3.74999994;91;45.5;0;1;1;62;1
10211;437;294;0;0;4;3;0;8;0;100;94;6;18;0.18;2;0;2;0;100;4540;45;623;6.23;173;18;2;3;13;86;86;1;1;2;2;3;0;0;8.5;8.5;26;26;3;1;1;2425;3
10225;11;3;1;3;3;3;1;6;1;11;7;4;17;1.5455;1;0;0;0;48;2416;50;269;5.6042;108;53;35;9;9;18;18;0;0;2;2;1;0;0;18.20000076;18.20000076;3;3;2;1;1;248;1
10227;0;0;0;0;0;0;0;3;0;1;1;0;1;1;0;0;0;0;18;752;42;64;3.5556;33;8;5;2;1;29715;29715;4;4;341;341;5;12;12;38.79999924;38.79999924;22.39999962;22.39999962;345;1;1;73;5
10245;299;3;1;2;27;3;2;9;1;94;77;17;351;3.734;11;0;7;0;100;3337;33;209;2.09;169;189;145;39;5;5;5;0;0;0;0;1;0;0;16.70000076;16.70000076;1;1;0;1;1;223;1
10248;44;0;3;0;4;0;0;3;3;27;24;3;36;1.3333;0;0;0;0;37;1908;52;243;6.5676;125;69;51;9;9;4143;4143;0;0;58;58;1;6;6;16.10000038;16.10000038;21.39999962;21.39999962;58;1;1;273;1
10256;164;0;0;0;12;0;0;5;0;2;2;0;13;6.5;0;0;0;0;29;629;22;113;3.8966;54;12;5;7;0;253;50.6;0;0;3;0.6;1;0;0;0;0;29.5;5.9;3;1;1;52;1
10290;32;4;26;8;8;4;3;18;10;29;26;3;76;2.6207;6;0;6;0;61;403;6.6066;73;1.1967;210;8;2;1;5;206;103;0;0;26;13;1;0;0;15.20000029;7.600000143;32;16;28;1;2.5;21;1
10297;117;6;2;3;15;4;3;8;2;83;75;8;127;1.5301;4;1;2;0;64;529;8.2656;142;2.2188;137;59;44;8;7;15;15;0;0;0;0;1;0;0;11.80000019;11.80000019;3;3;0;1;1;368;1
10309;137;18;37;10;7;3;4;8;9;100;69;31;134;1.34;0;0;0;0;100;1921;19;180;1.8;220;301;285;12;4;758;252.6667;2;6;1;0.3333;2.666666667;0;0;6.700000197;2.233333399;7;2.333333333;7;1;1;507;2.666666667
10312;96;4;3;0;12;3;0;14;2;27;18;9;84;3.1111;27;0;27;0;80;923;11.5375;155;1.9375;129;93;57;21;15;58;19.3333;0;0;2;0.6667;1;0;0;5.300000191;1.76666673;7.5;2.5;2;1;1;114;1
10374;251;25;53;4;20;9;3;11;7;79;57;22;60;0.7595;6;0;2;0;67;474;7.0746;88;1.3134;129;81;73;6;2;160;80;0;0;8;4;1;0;0;27.99999952;13.99999976;33;16.5;8;1;1;46;1
10378;102;0;0;3;6;0;2;2;0;73;55;18;57;0.7808;2;0;1;0;26;572;22;133;5.1154;31;116;67;33;16;8;8;1;1;1;1;3;0;0;0;0;1;1;2;1;1;48;3
10379;63;0;1;2;8;0;2;6;1;37;19;18;54;1.4595;3;0;3;0;84;390;4.6429;114;1.3571;187;108;87;14;7;103;51.5;0;0;16;8;1;0;0;5.400000095;2.700000048;8.5;4.25;16;1.5;1;66;1
10381;222;2;0;1;6;1;1;4;0;41;28;13;42;1.0244;2;0;2;0;69;27812;403;1821;26.3913;164;328;207;119;2;62;62;0;0;1;1;1;0;0;3.099999905;3.099999905;1.5;1.5;1;1;1;72;1
10384;155;2;0;0;11;1;0;19;0;3;2;1;2;0.6667;0;0;0;0;29;407;14;49;1.6897;41;21;6;8;7;2;2;0;0;0;0;1;0;0;0;0;1;1;0;1;1;63;1
10396;49;0;4;0;12;0;0;10;3;19;12;7;36;1.8947;0;0;0;0;42;3087;74;123;2.9286;83;20;12;5;3;28;28;0;0;2;2;1;0;0;3.400000095;3.400000095;8;8;2;1;1;621;1
10403;6;5;4;0;2;5;0;2;3;74;59;15;315;4.2568;24;0;24;0;88;7020;80;353;4.0114;256;166;117;45;4;67;67;0;0;0;0;1;0;0;36.79999924;36.79999924;4;4;0;1;1;84;1
10451;41;3;11;11;6;1;3;4;2;100;64;36;207;2.07;0;0;0;0;73;12187;167;384;5.2603;160;443;305;105;33;2278;2278;16;16;18;18;3;0;0;17.79999924;17.79999924;24.10000038;24.10000038;35;1;5;362;3
10461;1261;66;11;33;25;6;12;6;5;100;100;0;140;1.4;0;0;0;0;48;1113;23;170;3.5417;95;276;193;71;12;9860;9860;59;59;290;290;3;12;12;1.200000048;1.200000048;8;8;349;1;1;180;3
10462;534;20;91;43;32;12;8;17;16;100;67;33;196;1.96;4;0;4;0;100;439;4.39;226;2.26;276;132;98;28;6;4531;4531;0;0;38;38;1;0;0;13;13;16.60000038;16.60000038;38;1;1;81;1
10466;627;40;227;443;20;12;25;8;15;100;69;31;473;4.73;13;0;13;0;100;6484;65;377;3.77;345;775;640;98;37;74;74;0;0;0;0;1;0;0;0;0;17;17;0;1;1;423;1
10479;5;0;0;0;1;0;0;20;0;8;7;1;29;3.625;0;0;0;0;100;6205;62;273;2.73;281;18;10;7;1;69;69;0;0;1;1;1;0;0;9.199999809;9.199999809;2;2;1;1;1;440;1
10496;451;5;2;1;18;4;1;4;2;77;64;13;207;2.6883;5;0;5;0;50;2596;52;285;5.7;128;95;73;14;8;5;5;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1824;1
10498;157;44;0;1;19;11;1;15;0;100;24;76;56;0.56;0;0;0;0;100;8991;90;391;3.91;174;152;113;32;7;12;12;0;0;0;0;1;0;0;14.30000019;14.30000019;0;0;0;1;1;7458;1
10567;142;8;1;0;4;7;0;5;1;20;6;14;52;2.6;0;0;0;0;16;7217;451;250;15.625;55;61;57;0;4;49;49;0;0;0;0;1;0;0;0;0;8;8;0;1;1;233;1
10572;16;0;6;0;5;0;0;5;4;27;24;3;76;2.8148;4;0;4;0;34;437;12.8529;46;1.3529;75;98;56;9;33;44;44;0;0;0;0;1;0;0;0;0;13;13;0;1;1;114;1
10585;698;1;1;0;13;1;0;11;1;69;48;21;87;1.2609;6;2;4;0;57;2643;46;413;7.2456;200;6;4;0;2;17;17;0;0;0;0;1;0;0;0;0;2.5;2.5;0;1;1;1312;1
10587;2;2;1;0;2;2;0;0;1;20;19;1;97;4.85;3;0;2;1;21;189;9;30;1.4286;68;3;1;1;1;15694;15694;0;0;47;47;1;6;6;37.59999847;37.59999847;42.5;42.5;47;1;1;15;1
10594;67;1;1;0;6;1;0;0;1;38;35;3;106;2.7895;7;0;7;0;34;336;9.8824;69;2.0294;71;42;35;3;4;19;19;0;0;0;0;1;0;0;0;0;0;0;0;1;1;58;1
10598;89;6;0;0;12;5;0;10;0;18;10;8;33;1.8333;1;1;0;0;51;191;3.7451;31;0.6078;105;30;0;6;24;10;10;0;0;0;0;1;0;0;0;0;3;3;0;1;1;2;1
10612;43;5;2;0;11;5;0;9;2;38;34;4;77;2.0263;3;0;0;0;41;276;6.7317;16;0.3902;83;31;11;3;17;862;862;2;2;15;15;3;6;6;15.69999981;15.69999981;3.700000048;3.700000048;17;1;1;41;3
10669;83;23;17;0;20;19;0;23;11;100;70;30;415;4.15;26;0;26;0;100;349;3.49;131;1.31;254;46;25;17;4;64;64;0;0;2;2;1;0;0;1.5;1.5;12;12;2;1;1;47;1
10672;213;0;0;0;9;0;0;10;0;0;0;0;0;0;0;0;0;0;93;304;3.2688;101;1.086;185;3;1;2;0;12;12;0;0;0;0;1;0;0;52;52;0;0;0;1;1;69;1
10673;223;10;15;1;20;8;1;38;1;83;68;15;605;7.2892;12;3;9;0;100;131;1.31;63;0.63;368;31;0;17;14;1427;713.5;4;8;0;0;2.5;0;0;15.30000019;7.650000095;2.5;1.25;8;1;1;27;2.5
10675;391;15;32;2;19;13;2;18;12;100;77;23;303;3.03;44;6;36;1;100;382;3.82;132;1.32;252;275;224;25;26;80;40;0;0;1;0.5;1;0;0;1.899999976;0.949999988;10;5;1;1;1;129;1
10718;2472;95;36;2;6;16;1;26;1;100;62;38;285;2.85;25;0;23;0;100;2728;27;127;1.27;272;110;76;30;4;5508;5508;13;13;23;23;3;4;4;3.700000048;3.700000048;4.699999809;4.699999809;36;1;1;209;3
10746;1256;57;273;130;43;12;15;23;31;100;82;18;134;1.34;14;0;14;0;100;4995;50;233;2.33;327;459;386;56;17;10;10;0;0;0;0;1;0;0;0;0;1;1;0;1;1;550;1
