id;qtdCommitContributions;qtdIssueContributions;qtdPullRequestContributions;qtdPullRequestReviewContributions;qtdRepositoriesWithContributedCommits;qtdRepositoriesWithContributedIssues;qtdRepositoriesWithContributedPullRequestReviews;qtdRepositoryContributions;qtdRepositoriesWithContributedPullRequests;qtdissue;qtdIssueClosed;qtdIssueOpen;QTdtoalComentsIssue;avgIssueComment;QtdIssueReaction;qtdIssueReactionHeatr;issueReactionthumbsUP;qtsIssueReactionHooray;qtdRepository;qtdTotalStars;avgQtdSTartRepository;QtdtotalWatchers;avgQtdWatchersRepository;qtdRepositoryLanguages;qtdPullRequests;qtdPullRequestsmergedAndClosed;qtdpullrequestsclosedandnotmerged;qtdpullrequestnotmergedandopen;sum(ncloc);avg(ncloc);avg(qtdBugs);sum(qtdBugs);sum(qtdCodeSmells);avg(qtdCodeSmells);avg(reliabilityRating);sum(qtdDuplicatedFiles);avg(qtdDuplicatedFiles);sum(commentLinesDensity);avg(commentLinesDensity);sum(fileComplexity);avg(fileComplexity);sum(qtdViolation);avg(manutenibilityRating);avg(securityRating);qtdFollowers;Expertise
6;46;5;3;0;5;3;0;3;3;100;68;32;238;2.38;2;0;2;0;100;146;1.46;102;1.02;250;43;15;12;16;1570;785;0.5;1;47;23.5;2;2;1;17.19999981;8.599999905;18.69999981;9.349999905;48;1;1;44;2
9;88;2;10;3;8;1;1;0;8;22;15;7;33;1.5;11;0;9;0;12;481;40;40;3.3333;24;37;34;2;1;1190;1190;0;0;11;11;1;0;0;33.90000153;33.90000153;2.5;2.5;11;1;1;46;1
10;19;2;1;1;4;1;1;5;1;100;90;10;559;5.59;112;3;91;17;100;4401;44;226;2.26;191;250;115;84;51;8811;8811;19;19;227;227;3;5;5;8.100000381;8.100000381;30.5;30.5;246;1;1;477;3
22;0;0;1;0;0;0;0;1;1;16;9;7;6;0.375;3;0;3;0;7;264;38;22;3.1429;37;5;4;1;0;6458;6458;13;13;165;165;3;5;5;32.59999847;32.59999847;7.5;7.5;178;1;1;19;3
23;1669;9;223;8;19;6;5;7;11;100;79;21;292;2.92;0;0;0;0;82;7811;95;487;5.939;202;151;120;20;11;6654;6654;0;0;46;46;1;4;4;10.39999962;10.39999962;14.19999981;14.19999981;46;1;1;394;1
29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;430;29;66;4.4;75;2;1;0;1;1970;1970;2;2;146;146;5;4;4;31.29999924;31.29999924;15.69999981;15.69999981;148;1;1;41;5
39;277;1;2;15;24;1;4;1;2;100;92;8;333;3.33;0;0;0;0;100;2263;23;116;1.16;187;301;234;44;23;1570;785;0;0;8;4;1;0;0;2.599999905;1.299999952;15.70000029;7.850000143;8;1;1;208;1
41;8;1;0;0;2;1;0;1;0;5;4;1;6;1.2;0;0;0;0;22;771;35;61;2.7727;34;14;8;3;3;355;355;0;0;6;6;1;0;0;9.899999619;9.899999619;4.5;4.5;6;1;1;108;1
60;10;1;0;0;2;1;0;3;0;17;13;4;65;3.8235;120;24;96;0;21;461;22;41;1.9524;34;4;3;0;1;52;52;0;0;3;3;1;0;0;3.700000048;3.700000048;2;2;3;1;1;152;1
61;816;107;80;133;34;7;15;15;12;100;70;30;512;5.12;230;9;211;4;100;87247;872;1943;19.43;249;1232;912;162;158;153;153;1;1;1;1;3;0;0;0.600000024;0.600000024;4.300000191;4.300000191;2;1;1;16198;3
71;7;3;0;0;1;3;0;12;0;39;19;20;43;1.1026;1;0;1;0;100;272;2.72;100;1;271;11;1;1;9;3202;3202;2;2;100;100;3;6;6;43.59999847;43.59999847;104.1999969;104.1999969;102;1;1;23;3
79;463;9;29;8;28;4;3;16;10;93;70;23;153;1.6452;12;0;5;0;92;4358;47;441;4.7935;244;430;363;57;10;73;73;0;0;0;0;1;0;0;0;0;8.5;8.5;0;1;1;1469;1
103;92;17;67;18;6;1;1;3;3;100;83;17;115;1.15;0;0;0;0;100;1134;11.34;157;1.57;200;1226;1131;83;12;12126;3031.5;25;100;303;75.75;2;8;2;63;15.75;190.6000023;47.65000057;403;1.25;1;203;2
120;677;4;1;1;14;4;1;8;1;100;100;0;16;0.16;0;0;0;0;100;1549;15;153;1.53;179;82;16;32;34;234;234;0;0;3;3;1;0;0;29.5;29.5;16.5;16.5;3;1;1;344;1
121;1361;205;72;22;94;52;11;30;29;100;49;51;212;2.12;3;0;3;0;100;11339;113;285;2.85;186;1250;700;387;163;1171;585.5;2;4;12;6;2;0;0;14.60000038;7.300000191;12.20000017;6.100000083;16;1;1;8130;2
122;0;0;0;0;0;0;0;0;0;100;85;15;242;2.42;2;0;2;0;100;7327;73;449;4.49;156;389;320;53;16;14785;4928.3333;7;21;431;143.6667;3;6;2;24.99999976;8.333333254;336.1000065;112.0333355;452;1;1;13949;3
129;28;13;19;0;6;12;0;13;11;74;60;14;265;3.5811;5;0;5;0;77;471;6.1169;72;0.9351;283;45;40;0;5;84239;84239;842;842;1253;1253;5;144;144;21.39999962;21.39999962;33;33;2095;1;1;36;5
169;1164;21;137;55;187;18;32;94;66;100;70;30;436;4.36;0;0;0;0;100;706;7.06;152;1.52;207;27;20;1;6;170;170;0;0;2;2;1;0;0;0;0;40;40;2;1;1;7238;1
177;429;50;209;693;24;8;27;7;24;100;92;8;92;0.92;17;0;15;2;54;13681;253;781;14.463;177;733;655;63;15;276107;138053.5;0.5;1;2421;1210.5;2;163;81.5;19;9.5;80.10000038;40.05000019;2422;1;1;517;2
182;144;4;7;0;15;3;0;14;7;33;17;16;44;1.3333;1;0;1;0;88;1813;21;144;1.6364;158;34;28;3;3;42;42;0;0;0;0;1;0;0;10.60000038;10.60000038;2;2;0;1;1;94;1
184;25;0;0;1;6;0;1;2;0;40;34;6;80;2;8;0;6;0;65;1382;21;124;1.9077;122;267;182;69;16;91345;45672.5;24.5;49;334;167;3;12;6;6.099999785;3.049999893;90.20000267;45.10000134;383;1;1;119;3
189;1;0;1;0;1;0;0;4;1;8;4;4;25;3.125;0;0;0;0;90;2118;24;292;3.2444;185;38;22;8;8;10562;5281;9;18;227;113.5;4;14;7;21.19999981;10.5999999;59.5;29.75;245;1;1;979;4
203;81;0;3;0;4;0;0;1;2;34;17;17;39;1.1471;0;0;0;0;100;175;1.75;120;1.2;194;16;12;0;4;104762;34920.6667;108.3333;325;1844;614.6667;3.666666667;74;24.6667;62.40000057;20.80000019;63.5;21.16666667;2169;1;1;174;3.666666667
204;249;29;9;1;16;21;1;21;8;100;76;24;343;3.43;44;0;43;0;100;171;1.71;97;0.97;195;4;3;1;0;163;163;0;0;0;0;1;0;0;4.099999905;4.099999905;5.5;5.5;0;1;1;194;1
208;453;26;12;1;5;11;1;11;3;51;44;7;115;2.2549;6;0;6;0;47;5124;109;194;4.1277;82;37;27;9;1;182;182;0;0;13;13;1;0;0;21.89999962;21.89999962;19;19;25;1;4;1268;1
209;35;0;4;0;10;0;0;2;3;29;21;8;26;0.8966;7;1;5;1;33;1433;43;119;3.6061;63;54;35;12;7;447;447;4;4;0;0;2;0;0;12;12;21;21;4;1;1;59;2
211;90;0;0;0;21;0;0;0;0;3;3;0;3;1;7;0;7;0;38;55454;1.459;2144;56.4211;130;185;108;47;30;265;265;0;0;7;7;1;0;0;23;23;10.19999981;10.19999981;7;1;1;5086;1
216;800;66;202;440;24;11;23;25;13;100;66;34;239;2.39;11;0;11;0;100;2807;28;155;1.55;331;540;461;70;9;6145;3072.5;0;0;22;11;1;16;8;33.09999847;16.54999924;52.70000172;26.35000086;22;1;1;148;1
217;105;2;47;6;21;1;5;13;12;53;50;3;216;4.0755;183;22;123;30;100;11531;115;628;6.28;272;494;312;97;85;935;467.5;1;2;20;10;2;2;1;26.39999962;13.19999981;8.900000095;4.450000048;22;1;1;2160;2
218;50;9;2;12;9;3;3;4;2;100;79;21;438;4.38;9;0;9;0;68;1006;15;132;1.9412;111;30;19;7;4;126;126;0;0;1;1;1;0;0;2.299999952;2.299999952;1.5;1.5;1;1;1;405;1
219;20;1;36;3;8;1;2;4;3;4;1;3;7;1.75;2;0;2;0;41;11227;274;433;10.561;76;226;148;59;19;95;95;0;0;4;4;1;0;0;5;5;4;4;4;1;1;2293;1
224;500;5;299;226;22;5;4;25;13;62;55;7;265;4.2742;8;1;7;0;100;22;0;90;0.9;251;133;82;17;34;125;125;5;5;1;1;3;0;0;8.100000381;8.100000381;5;5;6;1;1;120;3
231;289;1;26;40;18;1;14;5;8;16;16;0;26;1.625;4;0;4;0;86;4324;50;300;3.4884;182;537;471;53;13;6616;3308;0.5;1;165;82.5;2;0;0;19.60000038;9.800000191;7.800000191;3.900000095;166;1;1;304;2
243;174;0;0;0;6;0;0;3;0;2;1;1;4;2;0;0;0;0;8;1295;162;129;16.125;16;20;9;11;0;34;34;1;1;0;0;3;0;0;5.599999905;5.599999905;1.5;1.5;1;1;1;638;3
245;131;2;2;1;9;2;1;1;1;100;88;12;221;2.21;0;0;0;0;35;6415;183;317;9.0571;62;356;263;86;7;1951;1951;18;18;36;36;5;0;0;14.10000038;14.10000038;12.60000038;12.60000038;54;1;1;267;5
252;40;0;1;0;7;0;0;14;1;100;87;13;615;6.15;4;0;3;0;100;2119;21;143;1.43;229;146;80;41;25;526;526;3;3;7;7;2;0;0;24.70000076;24.70000076;4.599999905;4.599999905;10;1;1;428;2
255;142;6;4;0;9;4;0;2;3;49;34;15;144;2.9388;35;0;35;0;85;4636;55;511;6.0118;132;207;161;30;16;97;97;0;0;5;5;1;0;0;15.69999981;15.69999981;4;4;5;1;1;1650;1
