qtdActivityPostAnswer;QtdfActivityBadgeEarned;QtdActivityCommentPosted;qtsActivityQUestionPosted;qtdANswe;qtdTotalScoreAnswer;avgScoreANsw;qtdTotalBadges;QtdTotalBadgesBronze;qtdTotalBadgesSilver;qtdTotalBadgesGo;qtdComment;qtdTotalScoreCommen;AvgScoreCommen;qtdQuestion;QtdTotalScoreQuesdti;avgScoreQuesti;QtdTotalViewsQuestion;avgQTdViewsQUesti;userScore;qtdCommitContributions;qtdIssueContributions;qtdPullRequestContributions;qtdPullRequestReviewContributions;qtdRepositoriesWithContributedCommits;qtdRepositoriesWithContributedIssues;qtdRepositoriesWithContributedPullRequestReviews;qtdRepositoryContributions;qtdRepositoriesWithContributedPullRequests;qtdissue;qtdIssueClosed;qtdIssueOpen;QTdtoalComentsIssue;avgIssueComment;QtdIssueReaction;qtdIssueReactionHeatr;issueReactionthumbsUP;qtsIssueReactionHooray;qtdRepository;qtdTotalStars;avgQtdSTartRepository;QtdtotalWatchers;avgQtdWatchersRepository;qtdRepositoryLanguages;qtdPullRequests;qtdPullRequestsmergedAndClosed;qtdpullrequestsclosedandnotmerged;qtdpullrequestnotmergedandopen;sum(ncloc);avg(ncloc);avg(qtdBugs);sum(qtdBugs);sum(qtdCodeSmells);avg(qtdCodeSmells);avg(reliabilityRating);sum(qtdDuplicatedFiles);avg(qtdDuplicatedFiles);sum(commentLinesDensity);avg(commentLinesDensity);sum(fileComplexity);avg(fileComplexity);sum(qtdViolation);avg(manutenibilityRating);avg(securityRating);qtdFollowers
1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3;251;25;53;4;20;9;3;11;7;79;57;22;60;0,76;6;0;2;0;67;474;7,07;88;1,31;129;81;73;6;2;160;80;0;0;8;4;1;0;0;28;14;33;16,5;8;1;1;46
0;0;0;0;36;95;2,64;23;12;10;1;40;3;0,08;2;4;2;5215;2607,5;47;102;0;0;3;6;0;2;2;0;73;55;18;57;0,78;2;0;1;0;26;572;22;133;5,12;31;116;67;33;16;8;8;1;1;1;1;3;0;0;0;0;1;1;2;1;1;48
1;1;0;0;1;1;1;3;3;0;0;5;0;0;1;0;0;67;67;2;63;0;1;2;8;0;2;6;1;37;19;18;54;1,46;3;0;3;0;84;390;4,64;114;1,36;187;108;87;14;7;103;51,5;0;0;16;8;1;0;0;5,4;2,7;8,5;4,25;16;1,5;1;66
4;3;0;1;2;73;36,5;29;17;10;2;7;3;0,43;4;61;15,25;82224;20556;14;222;2;0;1;6;1;1;4;0;41;28;13;42;1,02;2;0;2;0;69;27812;403;1821;26,39;164;328;207;119;2;62;62;0;0;1;1;1;0;0;3,1;3,1;1,5;1,5;1;1;1;72
23;8;10;4;37;114;3,08;30;15;14;1;43;16;0,37;3;30;10;19035;6345;55;155;2;0;0;11;1;0;19;0;3;2;1;2;0,67;0;0;0;0;29;407;14;49;1,69;41;21;6;8;7;2;2;0;0;0;0;1;0;0;0;0;1;1;0;1;1;63
62;27;18;17;3;7;2,33;14;10;4;0;20;6;0,3;7;12;1,71;21540;3077,14;31;49;0;4;0;12;0;0;10;3;19;12;7;36;1,89;0;0;0;0;42;3087;74;123;2,93;83;20;12;5;3;28;28;0;0;2;2;1;0;0;3,4;3,4;8;8;2;1;1;621
51;31;7;2;329;2837;8,62;166;89;69;8;150;43;0,29;5;48;9,6;56810;11362;312;6;5;4;0;2;5;0;2;3;74;59;15;315;4,26;24;0;24;0;88;7020;80;353;4,01;256;166;117;45;4;67;67;0;0;0;0;1;0;0;36,8;36,8;4;4;0;1;1;84
0;0;0;0;13;25;1,92;32;19;11;2;64;13;0,2;17;68;4;71565;4209,71;62;41;3;11;11;6;1;3;4;2;100;64;36;207;2,07;0;0;0;0;73;12187;167;384;5,26;160;443;305;105;33;2278;2278;16;16;18;18;3;0;0;17,8;17,8;24,1;24,1;35;1;5;362
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1261;66;11;33;25;6;12;6;5;100;100;0;140;1,4;0;0;0;0;48;1113;23;170;3,54;95;276;193;71;12;9860;9860;59;59;290;290;3;12;12;1,2;1,2;8;8;349;1;1;180
52;24;15;8;17;82;4,82;51;28;20;3;53;12;0,23;21;74;3,52;81576;3884,57;62;534;20;91;43;32;12;8;17;16;100;67;33;196;1,96;4;0;4;0;100;439;4,39;226;2,26;276;132;98;28;6;4531;4531;0;0;38;38;1;0;0;13;13;16,6;16,6;38;1;1;81
3;2;0;0;5;2;0,4;1;1;0;0;2;0;0;0;0;0;0;0;8;627;40;227;443;20;12;25;8;15;100;69;31;473;4,73;13;0;13;0;100;6484;65;377;3,77;345;775;640;98;37;74;74;0;0;0;0;1;0;0;0;0;17;17;0;1;1;423
2;1;0;0;1;0;0;3;3;0;0;3;0;0;1;1;1;89;89;5;5;0;0;0;1;0;0;20;0;8;7;1;29;3,63;0;0;0;0;100;6205;62;273;2,73;281;18;10;7;1;69;69;0;0;1;1;1;0;0;9,2;9,2;2;2;1;1;1;440
0;0;0;0;16;13;0,81;14;12;2;0;20;2;0,1;2;1;0,5;178;89;33;451;5;2;1;18;4;1;4;2;77;64;13;207;2,69;5;0;5;0;50;2596;52;285;5,7;128;95;73;14;8;5;5;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1824
0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;14;14;7;157;44;0;1;19;11;1;15;0;100;24;76;56;0,56;0;0;0;0;100;8991;90;391;3,91;174;152;113;32;7;12;12;0;0;0;0;1;0;0;14,3;14,3;0;0;0;1;1;7458
2;1;0;0;2;4;2;3;3;0;0;0;0;0;1;1;1;506;506;12;142;8;1;0;4;7;0;5;1;20;6;14;52;2,6;0;0;0;0;16;7217;451;250;15,63;55;61;57;0;4;49;49;0;0;0;0;1;0;0;0;0;8;8;0;1;1;233
0;0;0;0;1;1;1;5;5;0;0;6;1;0,17;2;1;0,5;553;276,5;7;16;0;6;0;5;0;0;5;4;27;24;3;76;2,81;4;0;4;0;34;437;12,85;46;1,35;75;98;56;9;33;44;44;0;0;0;0;1;0;0;0;0;13;13;0;1;1;114
4;2;1;1;14;10;0,71;14;10;3;1;5;1;0,2;2;3;1,5;876;438;26;698;1;1;0;13;1;0;11;1;69;48;21;87;1,26;6;2;4;0;57;2643;46;413;7,25;200;6;4;0;2;17;17;0;0;0;0;1;0;0;0;0;2,5;2,5;0;1;1;1312
2;1;0;1;1;0;0;23;16;6;1;21;2;0,1;18;64;3,56;22549;1252,72;51;2;2;1;0;2;2;0;0;1;20;19;1;97;4,85;3;0;2;1;21;189;9;30;1,43;68;3;1;1;1;15694;15694;0;0;47;47;1;6;6;37,6;37,6;42,5;42,5;47;1;1;15
4;1;2;1;2;3;1,5;5;5;0;0;2;0;0;2;2;1;1796;898;9;67;1;1;0;6;1;0;0;1;38;35;3;106;2,79;7;0;7;0;34;336;9,88;69;2,03;71;42;35;3;4;19;19;0;0;0;0;1;0;0;0;0;0;0;0;1;1;58
24;17;0;6;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;89;6;0;0;12;5;0;10;0;18;10;8;33;1,83;1;1;0;0;51;191;3,75;31;0,61;105;30;0;6;24;10;10;0;0;0;0;1;0;0;0;0;3;3;0;1;1;2
3;2;0;0;1;1;1;9;7;2;0;5;0;0;4;12;3;5863;1465,75;14;43;5;2;0;11;5;0;9;2;38;34;4;77;2,03;3;0;0;0;41;276;6,73;16;0,39;83;31;11;3;17;862;862;2;2;15;15;3;6;6;15,7;15,7;3,7;3,7;17;1;1;41
96;47;34;8;84;156;1,86;29;14;15;0;91;16;0,18;1;7;7;5756;5756;91;83;23;17;0;20;19;0;23;11;100;70;30;415;4,15;26;0;26;0;100;349;3,49;131;1,31;254;46;25;17;4;64;64;0;0;2;2;1;0;0;1,5;1,5;12;12;2;1;1;47
11;4;3;3;5;1;0,2;2;2;0;0;7;0;0;3;0;0;359;119,67;11;213;0;0;0;9;0;0;10;0;0;0;0;0;0;0;0;0;0;93;304;3,27;101;1,09;185;3;1;2;0;12;12;0;0;0;0;1;0;0;52;52;0;0;0;1;1;69
7;3;2;2;7;0;0;10;8;2;0;4;0;0;3;0;0;951;317;16;223;10;15;1;20;8;1;38;1;83;68;15;605;7,29;12;3;9;0;100;131;1,31;63;0,63;368;31;0;17;14;1427;713,5;4;8;0;0;2,5;0;0;15,3;7,65;2,5;1,25;8;1;1;27
9;2;4;1;3;4;1,33;6;6;0;0;2;0;0;1;1;1;76;76;11;391;15;32;2;19;13;2;18;12;100;77;23;303;3,03;44;6;36;1;100;382;3,82;132;1,32;252;275;224;25;26;80;40;0;0;1;0,5;1;0;0;1,9;0,95;10;5;1;1;1;129
0;0;0;0;122;36;0,3;26;20;6;0;289;30;0,1;11;3;0,27;11816;1074,18;88;2472;95;36;2;6;16;1;26;1;100;62;38;285;2,85;25;0;23;0;100;2728;27;127;1,27;272;110;76;30;4;5508;5508;13;13;23;23;3;4;4;3,7;3,7;4,7;4,7;36;1;1;209
0;0;0;0;1;0;0;1;1;0;0;5;0;0;1;2;2;249;249;5;1256;57;273;130;43;12;15;23;31;100;82;18;134;1,34;14;0;14;0;100;4995;50;233;2,33;327;459;386;56;17;10;10;0;0;0;0;1;0;0;0;0;1;1;0;1;1;550
0;0;0;0;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;2;30;9;1;2;3;5;2;3;1;32;28;4;85;2,66;1;0;1;0;17;2026;119;63;3,71;40;50;21;18;11;97;97;1;1;4;4;5;0;0;10,2;10,2;24;24;5;1;1;114
0;0;0;0;13;23;1,77;14;12;2;0;20;8;0,4;7;8;1,14;7208;1029,71;47;71;14;9;1;6;5;1;8;4;60;39;21;212;3,53;50;3;41;0;100;22726;227;470;4,7;221;515;379;93;43;97;97;5;5;0;0;4;0;0;5,8;5,8;4;4;5;1;1;538
0;0;0;0;6;16;2,67;14;9;5;0;2;0;0;3;9;3;5910;1970;21;227;15;13;6;8;1;2;2;2;100;71;29;224;2,24;1;0;1;0;100;13546;135;773;7,73;241;968;617;259;92;499;499;469;469;0;0;3;0;0;0;0;1;1;469;1;1;789
1;1;0;0;1;2;2;5;5;0;0;1;0;0;1;1;1;585;585;1;29;0;0;0;3;0;0;1;0;4;4;0;11;2,75;0;0;0;0;19;453;24;69;3,63;34;24;12;10;2;19;19;0;0;1;1;1;0;0;17,4;17,4;1;1;1;1;1;39
40;16;14;0;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;1;55;8;0;0;6;3;0;6;0;35;25;10;7;0,2;0;0;0;0;32;579;18;79;2,47;54;10;0;1;9;9;9;0;0;0;0;1;0;0;0;0;1;1;0;1;1;59
19;10;3;3;1;0;0;2;2;0;0;2;0;0;1;0;0;1997;1997;2;36;3;0;0;8;3;0;4;0;100;84;16;193;1,93;0;0;0;0;100;343;3,43;214;2,14;222;98;67;14;17;34;11,33;0;0;0;0;1;0;0;2,9;1,45;4;1,33;0;1;1;280
0;0;0;0;77;151;1,96;21;11;10;0;81;14;0,17;0;0;0;0;0;120;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1145;104;127;11,55;12;27;24;1;2;89;89;0;0;10;10;1;0;0;2,2;2,2;13;13;11;1;4;295
25;8;9;3;8;7;0,88;6;6;0;0;6;2;0,33;1;3;3;353;353;17;1831;7;257;53;25;4;15;6;9;100;93;7;216;2,16;0;0;0;0;100;533;5,33;292;2,92;218;339;226;66;47;26385;26385;0;0;744;744;1;58;58;6,1;6,1;2,8;2,8;744;1;1;411
3;2;0;1;2;2;1;6;6;0;0;4;0;0;2;2;1;558;279;11;0;0;0;0;0;0;0;0;0;27;24;3;82;3,04;6;0;6;0;61;1640;27;168;2,75;85;111;95;14;2;15917;15917;32;32;197;197;5;4;4;10,3;10,3;130,2;130,2;229;1;1;333
3;2;0;0;5;29;5,8;17;11;5;1;21;27;1,29;2;20;10;11691;5845,5;19;2;0;0;0;1;0;0;0;0;45;37;8;222;4,93;18;5;12;0;52;894;17;196;3,77;130;225;116;87;22;6;6;0;0;0;0;1;0;0;0;0;0;0;0;1;1;60
1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;718;227;1;1;16;11;1;10;1;100;93;7;120;1,2;0;0;0;0;78;333;4,27;142;1,82;182;21;17;1;3;889;889;3;3;6;6;4;0;0;25,7;25,7;9,2;9,2;9;1;1;63
0;0;0;0;1;4;4;4;4;0;0;1;0;0;1;3;3;879;879;4;32;0;0;0;6;0;0;3;0;6;5;1;20;3,33;0;0;0;0;38;131;3,45;32;0,84;102;0;0;0;0;17;17;0;0;0;0;1;0;0;29,2;29,2;3;3;0;1;1;32
3;1;1;1;2;2;1;7;5;2;0;0;0;0;2;4;2;3339;1669,5;15;46;0;1;0;7;0;0;1;1;1;1;0;0;0;0;0;0;0;29;219;7,55;35;1,21;82;18;0;3;15;176;176;2;2;1;1;3;2;2;2,8;2,8;1,6;1,6;3;1;1;24
0;0;0;0;4;77;19,25;23;15;8;0;30;7;0,23;1;2;2;1049;1049;13;564;1;12;8;16;1;2;7;5;2;2;0;15;7,5;12;0;12;0;51;280;5,49;68;1,33;133;39;22;12;5;5;5;0;0;0;0;1;0;0;0;0;1;1;0;1;1;36
0;0;0;0;7;2;0,29;2;2;0;0;9;1;0,11;0;0;0;0;0;19;38;1;1;0;6;1;0;6;1;100;13;87;37;0,37;0;0;0;0;100;121;1,21;135;1,35;205;12;6;3;3;11;11;0;0;0;0;1;0;0;0;0;1;1;0;1;1;66
21;8;7;3;61;382;6,26;105;64;36;5;170;47;0,28;33;130;3,94;92031;2788,82;119;31;0;4;1;10;0;1;13;4;78;61;17;192;2,46;17;0;17;0;89;840;9,44;142;1,6;122;23;11;6;6;7;7;0;0;0;0;1;0;0;0;0;2;2;0;1;1;669
0;0;0;0;122;519;4,25;74;32;41;1;66;69;1,05;2;1;0,5;1257;628,5;192;274;95;18;0;30;65;0;34;15;100;79;21;450;4,5;7;0;6;0;100;11411;114;349;3,49;291;126;93;24;9;93;31;0;0;7;2,33;1;0;0;43,1;14,37;20;6,67;8;1;2,33;257
0;0;0;0;51;317;6,22;84;50;30;4;171;28;0,16;48;199;4,15;168679;3514,15;131;0;1;0;0;0;1;0;0;0;100;14;86;233;2,33;62;4;46;3;35;4887;140;926;26,46;69;2;1;0;1;28;14;0;0;1;0,5;1;0;0;8,3;4,15;4,5;2,25;1;1,5;1;1933
0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;793;57;61;14;38;34;8;35;26;100;88;12;316;3,16;7;0;7;0;100;3376;34;78;0,78;239;1195;1013;133;49;37;18,5;0;0;2;1;1;0;0;0;0;3,3;1,65;2;1;1;738
0;0;0;0;1;0;0;5;5;0;0;6;0;0;1;-2;-2;37;37;3;23;1;0;0;3;1;0;3;0;23;14;9;308;13,39;84;10;53;12;30;10781;359;559;18,63;76;47;28;19;0;59157;59157;18;18;829;829;4;25;25;8,8;8,8;18,5;18,5;847;1;1;2479
17;10;1;2;1;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;3;416;64;49;153;6;3;2;5;3;100;83;17;312;3,12;94;0;35;1;67;1895;28;184;2,75;160;160;136;18;6;32;16;0;0;0;0;1;0;0;0;0;3;1,5;0;1;1;87
0;0;0;0;2;0;0;6;6;0;0;7;1;0,14;5;4;0,8;724;144,8;14;10;0;0;0;2;0;0;3;0;5;5;0;10;2;0;0;0;0;19;4413;232;101;5,32;27;164;86;30;48;883;883;17;17;0;0;4;0;0;0,7;0,7;1;1;17;1;1;2333
11;6;4;1;1;3;3;3;3;0;0;0;0;0;0;0;0;0;0;4;536;12;225;35;23;8;10;13;29;81;60;21;250;3,09;9;0;9;0;88;10951;124;808;9,18;287;579;388;159;32;31;31;0;0;0;0;1;0;0;13,9;13,9;2,5;2,5;0;1;1;162
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;39;0;1;1;2;0;1;3;1;8;6;2;32;4;0;0;0;0;43;3791;88;243;5,65;84;48;27;8;13;141;70,5;0;0;3;1,5;1;0;0;35,3;17,65;7,5;3,75;3;1;1;583
88;31;31;25;1;2;2;1;1;0;0;0;0;0;1;0;0;89;89;5;355;21;49;25;19;11;9;13;10;89;82;7;173;1,94;13;2;10;0;98;2878;29;195;1,99;266;177;142;25;10;38;38;0;0;0;0;1;0;0;0;0;3,5;3,5;0;1;1;844
0;0;0;0;6;1;0,17;10;9;1;0;2;0;0;2;1;0,5;2794;1397;17;1345;14;114;1;31;8;1;27;17;65;46;19;149;2,29;1;0;1;0;100;425;4,25;138;1,38;340;122;111;6;5;42;42;0;0;0;0;1;0;0;27,6;27,6;3;3;0;1;1;299
0;0;0;0;1;0;0;4;3;1;0;0;0;0;1;4;4;2809;2809;4;17;0;0;0;4;0;0;62;0;3;3;0;3;1;0;0;0;0;100;127;1,27;25;0,25;339;0;0;0;0;6745;6745;5;5;51;51;3;3;3;4;4;6,1;6,1;56;1;1;129
0;0;0;0;3;0;0;7;7;0;0;4;0;0;9;2;0,22;648;72;13;307;46;26;22;18;23;7;14;10;100;67;33;208;2,08;2;0;2;0;100;5062;51;296;2,96;225;255;161;57;37;111;111;0;0;2;2;1;0;0;15,3;15,3;21;21;2;1;1;3622
4;3;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;47;31;16;138;2,94;39;1;34;0;100;3247;32;98;0,98;169;247;192;27;28;8;8;0;0;3;3;1;0;0;0;0;3;3;3;3;1;305
0;0;0;0;1;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;3;19;1;11;1;4;1;1;4;5;64;52;12;228;3,56;2;0;2;0;100;203;2,03;228;2,28;196;25;18;4;3;198;99;0;0;1;0,5;1;0;0;9,4;4,7;51;25,5;1;1;1;44
0;0;0;0;70;72;1,03;46;29;15;2;127;26;0,2;13;27;2,08;18971;1459,31;70;155;8;7;0;12;4;0;12;3;10;8;2;23;2,3;1;0;0;0;15;154;10,27;32;2,13;32;5;5;0;0;5;5;0;0;0;0;1;0;0;16,7;16,7;1;1;0;1;1;14
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;483;98;19;11;59;11;5;4;14;100;63;37;373;3,73;7;3;4;0;54;875;16;178;3,3;180;222;172;48;2;118;118;2;2;2;2;3;0;0;54,1;54,1;0,5;0,5;4;1;1;106
4;3;0;0;174;306;1,76;74;45;25;4;401;131;0,33;30;159;5,3;104981;3499,37;201;419;61;63;6;9;10;2;2;8;100;58;42;237;2,37;22;2;20;0;62;4168;67;152;2,45;163;186;165;6;15;35;35;0;0;0;0;1;0;0;14,6;14,6;6;6;0;1;1;387
0;0;0;0;1;0;0;3;3;0;0;4;0;0;2;3;1,5;1531;765,5;7;884;13;4;0;34;10;0;13;3;100;67;33;105;1,05;15;0;15;0;100;972;9,72;223;2,23;198;29;24;3;2;68;68;0;0;1;1;1;0;0;4,2;4,2;1;1;1;1;1;230
8;1;5;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;63;8;20;15;6;7;3;1;6;100;82;18;364;3,64;13;0;13;0;52;575;11,06;46;0,88;151;141;112;29;0;2796;2796;2;2;72;72;3;10;10;7,1;7,1;18,7;18,7;74;1;1;61
0;0;0;0;1;13;13;3;2;1;0;0;0;0;0;0;0;0;0;5;117;42;20;15;15;15;2;19;9;100;67;33;179;1,79;107;1;105;0;82;1119;14;98;1,2;174;298;175;59;64;101;101;4;4;2;2;5;0;0;9,8;9,8;24;24;6;1;1;159
0;0;0;0;3;1;0,33;11;10;1;0;14;0;0;13;1;0,08;10051;773,15;25;496;0;0;0;9;0;0;5;0;2;2;0;2;1;0;0;0;0;18;1522;85;111;6,17;67;4;0;1;3;51;51;2;2;0;0;3;0;0;0;0;0,7;0,7;2;1;1;151
0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;34;3;0;0;2;3;0;2;0;34;27;7;98;2,88;0;0;0;0;18;1505;84;147;8,17;60;285;233;42;10;7;7;0;0;0;0;1;0;0;0;0;0,3;0,3;0;1;1;21
1;1;0;0;2;0;0;4;4;0;0;21;0;0;5;-2;-0,4;552;110,4;9;8;1;2;0;2;1;0;0;1;7;3;4;11;1,57;1;0;1;0;15;1345;90;74;4,93;25;12;5;3;4;389;389;1;1;19;19;5;0;0;32,1;32,1;4,4;4,4;20;1;1;75
0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;1;0;5;0;100;32;68;47;0,47;0;0;0;0;100;585;5,85;127;1,27;152;41;9;9;23;79;39,5;0;0;0;0;1;0;0;0;0;2,3;1,15;0;1;1;145
92;26;39;5;55;141;2,56;20;11;9;0;36;17;0,47;0;0;0;0;0;92;699;53;242;47;55;11;10;37;39;100;84;16;220;2,2;26;0;26;0;100;886;8,86;108;1,08;329;383;313;53;17;10338;10338;31;31;337;337;5;12;12;11,9;11,9;71,1;71,1;368;1;1;245
0;0;0;0;2;1;0,5;7;7;0;0;25;0;0;15;6;0,4;6505;433,67;25;0;0;0;0;0;0;0;22;0;3;2;1;3;1;0;0;0;0;72;602;8,36;100;1,39;155;13;13;0;0;27;27;0;0;3;3;1;0;0;10;10;6;6;3;1;1;174
8;5;0;2;11;10;0,91;17;14;3;0;23;2;0,09;10;11;1,1;4479;447,9;42;189;0;5;0;9;0;0;7;1;11;9;2;15;1,36;0;0;0;0;65;405;6,23;73;1,12;118;29;14;3;12;53;53;0;0;0;0;1;0;0;5,4;5,4;6;6;0;1;1;42
18;8;9;1;7;4;0,57;6;5;1;0;2;1;0,5;0;0;0;0;0;18;8;2;2;0;4;2;0;9;2;6;3;3;7;1,17;0;0;0;0;67;1371;20;117;1,75;151;4;0;0;4;9;9;0;0;0;0;1;0;0;0;0;1;1;0;1;1;169
1;1;0;0;23;13;0,57;15;12;3;0;64;16;0,25;17;11;0,65;3175;186,76;77;297;11;6;5;15;5;4;2;5;100;59;41;252;2,52;23;1;22;0;75;8161;109;559;7,45;192;235;221;9;5;89;44,5;0;0;1;0,5;1;0;0;2,1;1,05;22;11;1;1;1;1125
0;0;0;0;10;9;0,9;5;5;0;0;8;0;0;0;0;0;0;0;15;376;6;98;39;46;5;5;23;19;100;96;4;397;3,97;1;0;1;0;100;2057;21;233;2,33;283;156;115;26;15;75;75;0;0;2;2;1;0;0;6,3;6,3;12;12;2;1;1;8068
1;0;0;0;1;6;6;7;7;0;0;9;0;0;1;2;2;507;507;5;22;6;2;8;4;5;4;4;2;98;80;18;380;3,88;33;0;24;0;59;1054;18;124;2,1;130;159;131;27;1;56;56;0;0;0;0;1;0;0;0;0;7;7;0;1;1;147
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;60;0;0;0;6;0;0;4;0;1;1;0;2;2;0;0;0;0;13;778;60;70;5,38;35;7;0;1;6;34;34;0;0;1;1;1;0;0;0;0;12;12;1;1;1;95
8;5;0;0;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;5;26;0;5;0;2;0;0;1;1;2;1;1;2;1;0;0;0;0;36;357;9,92;65;1,81;61;62;51;1;10;87;87;0;0;12;12;1;0;0;42,4;42,4;2;2;12;1;1;141
0;0;0;0;12;3;0,25;8;8;0;0;38;2;0,05;7;-15;-2,14;1358;194;14;0;8;0;1;0;5;1;0;0;100;78;22;415;4,15;15;0;15;0;75;154;2,05;100;1,33;156;13;11;0;2;1587;1587;0;0;44;44;1;0;0;27,2;27,2;105,5;105,5;44;1;1;43
2;1;0;1;1;-4;-4;3;3;0;0;4;0;0;1;0;0;45;45;5;1041;16;63;0;58;12;0;17;17;100;81;19;319;3,19;41;0;40;0;100;12208;122;767;7,67;151;304;247;46;11;81;81;0;0;0;0;1;0;0;5,8;5,8;12;12;0;1;1;1688
0;0;0;0;7;1;0,14;13;12;1;0;18;0;0;12;3;0,25;16525;1377,08;21;39;1;7;1;6;1;1;1;3;100;78;22;339;3,39;1;0;1;0;100;4828;48;303;3,03;190;302;218;48;36;105;35;1,33;4;1;0,33;2;0;0;0;0;2,5;0,83;5;1;1;1582
2;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;90;18;113;171;10;3;12;2;9;100;98;2;192;1,92;7;0;7;0;51;4501;88;287;5,63;139;381;321;42;18;23871;11935,5;0;0;153;76,5;1;1;0,5;12,6;6,3;49,1;24,55;153;1;1;806
7;4;1;2;9;10;1,11;3;3;0;0;3;1;0,33;0;0;0;0;0;12;129;11;6;67;14;9;11;13;6;100;78;22;355;3,55;29;0;28;0;100;87;1;182;1,82;248;38;28;6;4;1;1;0;0;0;0;1;0;0;50;50;0;0;0;1;1;401
0;0;0;0;8;2;0,25;3;3;0;0;1;1;1;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;112;1,12;110;1,1;182;4;2;2;0;50;50;0;0;0;0;1;0;0;0;0;4;4;0;1;1;29
0;0;0;0;254;427;1,68;74;44;29;1;526;306;0,58;18;46;2,56;13853;769,61;350;146;4;2;0;12;1;0;9;1;8;4;4;5;0,63;1;0;0;0;48;90;1,88;51;1,06;100;114;43;12;59;66;66;0;0;1;1;1;0;0;0;0;3;3;1;1;1;10
2;1;0;1;11;14;1,27;21;18;3;0;36;7;0,19;14;15;1,07;12566;897,57;39;31;0;0;0;3;0;0;1;0;100;79;21;131;1,31;0;0;0;0;100;2931;29;165;1,65;130;144;91;11;42;54;54;0;0;0;0;1;0;0;0;0;4;4;0;1;1;64
2;1;0;0;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;3;10;0;4;0;4;0;0;3;3;17;12;5;99;5,82;2;0;2;0;48;501;10,44;102;2,13;88;14;7;1;6;70;35;0;0;0;0;1;0;0;4,2;2,1;20;10;0;1;1;116
0;0;0;0;2;8;4;3;2;1;0;0;0;0;0;0;0;0;0;5;9;1;5;0;4;1;0;13;4;8;5;3;11;1,38;1;0;1;0;52;294;5,65;61;1,17;118;26;19;0;7;48;48;0;0;0;0;1;0;0;4;4;14;14;0;1;1;71
9;5;1;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;3;3;0;1;1;0;7;3;100;99;1;343;3,43;0;0;0;0;100;222;2,22;118;1,18;204;161;130;20;11;74;37;0,5;1;0;0;2;0;0;12,5;6,25;3;1,5;1;1;1;994
7;0;6;1;3;6;2;10;10;0;0;1;0;0;3;5;1,67;2858;952,67;8;1225;28;211;81;57;13;24;13;40;100;86;14;540;5,4;0;0;0;0;100;1238;12,38;284;2,84;195;643;459;145;39;18906;6302;0;0;777;259;1;23;7,67;59;19,67;22,2;7,4;777;1;1;696
1;1;0;0;21;18;0,86;12;10;2;0;12;4;0,33;1;0;0;1484;1484;38;62;13;21;20;3;3;1;4;3;80;69;11;189;2,36;3;0;3;0;46;3139;68;134;2,91;147;108;91;13;4;24;24;0;0;2;2;1;0;0;7,7;7,7;0,6;0,6;2;1;1;88
10;3;3;3;9;65;7,22;42;29;12;1;17;0;0;23;63;2,74;114950;4997,83;43;0;1;0;0;0;1;0;0;0;13;7;6;18;1,38;0;0;0;0;56;3161;56;112;2;102;31;12;4;15;33;33;0;0;0;0;1;0;0;0;0;6;6;0;1;1;67
0;0;0;0;15;18;1,2;15;13;2;0;9;0;0;3;6;2;1090;363,33;30;54;4;2;0;6;4;0;3;2;49;40;9;84;1,71;11;2;8;1;56;260;4,64;83;1,48;112;50;33;5;12;39;39;0;0;0;0;1;0;0;0;0;5,5;5,5;0;1;1;29
